,Time  [ms].9,Battery Power* [uW],Time  [ms].13,Description
1261,126432,953004,126032,endFetch()
1262,126535,813430,126131,endFetch()
1263,126636,840710,126233,endFetch()
1264,126733,925075,126332,endFetch()
1265,126836,1109071,126432,endFetch()
1266,126933,840710,126534,endFetch()
1267,127036,912630,126635,endFetch()
1268,127134,860550,126733,endFetch()
1269,127234,815910,126836,endFetch()
1270,127341,953004,126933,endFetch()
1271,127434,813356,127036,endFetch()
1272,127536,840710,127134,endFetch()
1273,127638,808470,127234,endFetch()
1274,127737,855590,127341,endFetch()
1275,127842,863029,127434,endFetch()
1276,127937,1075924,127536,endFetch()
1277,128041,877910,127638,endFetch()
1278,128139,887830,127737,endFetch()
1279,128241,875430,127842,endFetch()
1280,128341,1008863,127937,endFetch()
1281,128440,843190,128040,endFetch()
1282,128542,860550,128139,endFetch()
1283,128643,918092,128241,endFetch()
1284,128744,853110,128341,endFetch()
1285,128846,860550,128440,endFetch()
1286,128945,870470,128542,endFetch()
1287,129042,911110,128642,endFetch()
1288,129144,835750,128744,endFetch()
1289,129243,925075,128846,endFetch()
1290,129345,959987,128945,endFetch()
1291,129446,860550,129042,endFetch()
1292,129547,877910,129144,endFetch()
1293,129648,815910,129243,endFetch()
1294,129748,813430,129345,endFetch()
1295,129848,833270,129446,endFetch()
1296,129949,835749,129546,endFetch()
1297,130047,1026320,129648,endFetch()
1298,130150,810950,129747,endFetch()
1299,130251,808470,129848,endFetch()
1300,130351,953004,129949,endFetch()
1301,130452,862233,130047,endFetch()
1302,130552,802476,130150,endFetch()
1303,130652,811555,130250,endFetch()
1304,130754,798335,130351,endFetch()
1305,130850,1239952,130452,endFetch()
1306,130954,761955,130552,endFetch()
1307,131055,811555,130652,endFetch()
1308,131154,834259,130753,endFetch()
1309,131255,789235,130850,endFetch()
1310,131355,916963,130953,endFetch()
1311,131456,815718,131054,endFetch()
1312,131561,784275,131154,endFetch()
1313,131659,809074,131255,endFetch()
1314,131755,822700,131355,endFetch()
1315,131857,764434,131456,endFetch()
1316,131958,771875,131561,endFetch()
1317,132057,764434,131658,endFetch()
1318,132157,764434,131755,endFetch()
1319,132260,789235,131857,endFetch()
1320,132357,969331,131958,endFetch()
1321,132461,1023280,132057,endFetch()
1322,132559,1105120,132157,endFetch()
1323,132661,1050560,132259,endFetch()
1324,132760,1080320,132357,endFetch()
1325,132860,822700,132460,endFetch()
1326,132961,819209,132559,endFetch()
1327,133061,836665,132660,endFetch()
1328,133163,833875,132759,endFetch()
1329,133263,650628,132860,endFetch()
1330,133361,863518,132960,endFetch()
1331,133465,653108,133061,endFetch()
1332,133563,760324,133163,endFetch()
1333,133665,408408,133263,endFetch()
1334,133768,408430,133361,endFetch()
1335,133867,363768,133465,endFetch()
1336,133963,427377,133563,endFetch()
1337,134072,299288,133665,endFetch()
1338,134168,654306,133768,endFetch()
1339,134271,455943,133867,endFetch()
1340,134371,581626,133963,endFetch()
1341,134472,353207,134072,endFetch()
1342,134570,431504,134168,endFetch()
1343,134673,328215,134271,endFetch()
1344,134773,353014,134370,endFetch()
1345,134872,345767,134472,endFetch()
1346,134973,330259,134570,endFetch()
1347,135076,320775,134673,endFetch()
1348,135174,396592,134773,endFetch()
1349,135277,303415,134872,endFetch()
1350,135374,508311,134973,endFetch()
1351,135477,323255,135076,endFetch()
1352,135576,358189,135174,endFetch()
1353,135675,333751,135277,endFetch()
1354,135777,370375,135374,endFetch()
1355,135878,397655,135477,endFetch()
1356,135978,370375,135576,endFetch()
1357,136079,390215,135675,endFetch()
1358,136181,355495,135777,endFetch()
1359,136282,377815,135878,endFetch()
1360,136382,480381,135978,endFetch()
1361,136487,328215,136079,endFetch()
1362,136584,397655,136181,endFetch()
1363,136684,380295,136282,endFetch()
1364,136784,390215,136382,endFetch()
1365,136885,1180158,136487,endFetch()
1366,136983,1147918,136584,endFetch()
1367,137084,1125598,136684,endFetch()
1368,137185,1217358,136784,endFetch()
1369,137287,872117,136884,endFetch()
1370,137380,1584515,136983,endFetch()
1371,137485,367061,137084,endFetch()
1372,137585,349701,137185,endFetch()
1373,137684,354661,137287,endFetch()
1374,137786,359620,137380,endFetch()
1375,137886,310021,137485,endFetch()
1376,137987,352180,137585,endFetch()
1377,138088,359620,137683,endFetch()
1378,138187,334820,137785,endFetch()
1379,138287,362100,137886,endFetch()
1380,138389,386901,137987,endFetch()
1381,138488,332341,138088,endFetch()
1382,138589,332341,138187,endFetch()
1383,138689,413361,138287,endFetch()
1384,138790,381963,138389,endFetch()
1385,138889,691409,138488,endFetch()
1386,138990,662904,138589,endFetch()
1387,139090,747630,138689,endFetch()
1388,139190,884939,138790,endFetch()
1389,139291,848558,138888,endFetch()
1390,139391,1012306,138990,endFetch()
1391,139491,878991,139090,endFetch()
1392,139593,861800,139190,endFetch()
1393,139691,733304,139291,endFetch()
1394,139793,718689,139391,endFetch()
1395,139893,753409,139491,endFetch()
1396,139993,931167,139593,endFetch()
1397,140094,873743,139691,endFetch()
1398,140193,955605,139793,endFetch()
1399,140294,884674,139892,endFetch()
1400,140393,994850,139993,endFetch()
1401,140496,823759,140094,endFetch()
1402,140596,702584,140193,endFetch()
1403,140698,576149,140293,endFetch()
1404,140799,399301,140393,endFetch()
1405,140900,833751,140496,endFetch()
1406,140999,849591,140596,endFetch()
1407,141108,751837,140698,endFetch()
1408,141205,821351,140799,endFetch()
1409,141304,821661,140900,endFetch()
1410,141355,1226641,140999,endFetch()
1411,141510,784151,141107,endFetch()
1412,141554,884503,141205,endFetch()
1413,141658,821351,141304,endFetch()
1414,141758,806471,141354,endFetch()
1415,141857,796551,141509,endFetch()
1416,141957,719091,141554,endFetch()
1417,142058,659069,141658,endFetch()
1418,142161,664028,141758,endFetch()
1419,142260,701635,141857,endFetch()
1420,142360,792406,141957,endFetch()
1421,142463,614429,142058,endFetch()
1422,142563,646669,142161,endFetch()
1423,142665,668989,142259,endFetch()
1424,142766,698749,142360,endFetch()
1425,142865,722582,142463,endFetch()
1426,142967,661549,142563,endFetch()
1427,143068,660612,142664,endFetch()
1428,143168,608532,142766,endFetch()
1429,143269,618452,142865,endFetch()
1430,143370,692851,142966,endFetch()
1431,143467,655652,143068,endFetch()
1432,143565,664413,143168,endFetch()
1433,143677,670532,143269,endFetch()
1434,143772,800570,143369,endFetch()
1435,143878,737551,143467,endFetch()
1436,143971,1058668,143565,endFetch()
1437,144072,852687,143677,endFetch()
1438,144174,794591,143771,endFetch()
1439,144274,685361,143877,endFetch()
1440,144375,758269,143971,endFetch()
1441,144477,634269,144072,endFetch()
1442,144575,611948,144173,endFetch()
1443,144675,835774,144274,endFetch()
1444,144778,832526,144375,endFetch()
1445,144878,812686,144477,endFetch()
1446,144977,883223,144575,endFetch()
1447,145079,874270,144675,endFetch()
1448,145178,832110,144777,endFetch()
1449,145280,869310,144878,endFetch()
1450,145378,867786,144977,endFetch()
1451,145481,638813,145079,endFetch()
1452,145580,653693,145178,endFetch()
1453,145682,869310,145280,endFetch()
1454,145782,775070,145378,endFetch()
1455,145881,862276,145481,endFetch()
1456,145983,797389,145580,endFetch()
1457,146082,900679,145681,endFetch()
1458,146184,809790,145781,endFetch()
1459,146283,963521,145881,endFetch()
1460,146383,987960,145983,endFetch()
1461,146486,765150,146082,endFetch()
1462,146583,893697,146184,endFetch()
1463,146686,865767,146283,endFetch()
1464,146784,660560,146383,endFetch()
1465,146887,664051,146486,endFetch()
1466,146986,664051,146583,endFetch()
1467,147094,557247,146686,endFetch()
1468,147191,824815,146784,endFetch()
1469,147293,552286,146886,endFetch()
1470,147391,814341,146986,endFetch()
1471,147493,552863,147094,endFetch()
1472,147593,522526,147191,endFetch()
1473,147694,624975,147293,endFetch()
1474,147794,580792,147391,endFetch()
1475,147896,600632,147493,endFetch()
1476,147994,629308,147593,endFetch()
1477,148095,671202,147694,endFetch()
1478,148195,606846,147794,endFetch()
1479,148296,601378,147896,endFetch()
1480,148395,716588,147994,endFetch()
1481,148497,555992,148095,endFetch()
1482,148598,672596,148195,endFetch()
1483,148698,746775,148295,endFetch()
1484,148797,656004,148395,endFetch()
1485,148900,665156,148497,endFetch()
1486,149000,697396,148598,endFetch()
1487,149101,653597,148698,endFetch()
1488,149202,637802,148797,endFetch()
1489,149305,593236,148900,endFetch()
1490,149400,872458,148999,endFetch()
1491,149505,590755,149101,endFetch()
1492,149605,767722,149201,endFetch()
1493,149703,704881,149304,endFetch()
1494,149807,683933,149400,endFetch()
1495,149904,692436,149505,endFetch()
1496,150003,687425,149605,endFetch()
1497,150105,659495,149702,endFetch()
1498,150207,661037,149806,endFetch()
1499,150306,924826,149904,endFetch()
1500,150407,718845,150003,endFetch()
1501,150507,725828,150105,endFetch()
1502,150605,680442,150207,endFetch()
1503,150708,727155,150305,endFetch()
1504,150807,680442,150407,endFetch()
1505,150907,704881,150507,endFetch()
1506,151009,715354,150605,endFetch()
1507,151112,711863,150708,endFetch()
1508,151211,690916,150807,endFetch()
1509,151311,645316,150907,endFetch()
1510,151415,792161,151008,endFetch()
1511,151517,673437,151111,endFetch()
1512,151617,646519,151211,endFetch()
1513,151717,652948,151311,endFetch()
1514,151818,645508,151414,endFetch()
1515,151918,645508,151517,endFetch()
1516,152018,648999,151617,endFetch()
1517,152119,615555,151717,endFetch()
1518,152219,680420,151817,endFetch()
1519,152332,627956,151918,endFetch()
1520,152417,820090,152018,endFetch()
1521,152521,646157,152119,endFetch()
1522,152622,635780,152219,endFetch()
1523,152721,607850,152321,endFetch()
1524,152826,605636,152417,endFetch()
1525,152922,598196,152521,endFetch()
1526,153026,659495,152622,endFetch()
1527,153125,690916,152721,endFetch()
1528,153224,621719,152825,endFetch()
1529,153325,903879,152922,endFetch()
1530,153426,669969,153025,endFetch()
1531,153525,583316,153124,endFetch()
1532,153627,598196,153224,endFetch()
1533,153730,398468,153325,endFetch()
1534,153825,366442,153425,endFetch()
1535,153931,356692,153525,endFetch()
1536,154028,314148,153627,endFetch()
1537,154130,319108,153730,endFetch()
1538,154232,363747,153825,endFetch()
1539,154332,400947,153931,endFetch()
1540,154429,464196,154028,endFetch()
1541,154533,306708,154130,endFetch()
1542,154629,759455,154232,endFetch()
1543,154733,780837,154332,endFetch()
1544,154833,885862,154429,endFetch()
1545,154936,916559,154532,endFetch()
1546,155033,1059723,154629,endFetch()
1547,155133,783318,154732,endFetch()
1548,155233,829279,154833,endFetch()
1549,155333,1098149,154935,endFetch()
1550,155431,1085484,155033,endFetch()
1551,155534,1034924,155133,endFetch()
1552,155633,1082044,155233,endFetch()
1553,155732,878156,155333,endFetch()
1554,155834,881647,155431,endFetch()
1555,155939,818038,155534,endFetch()
1556,156037,916559,155633,endFetch()
1557,156134,881647,155732,endFetch()
1558,156242,852780,155834,endFetch()
1559,156334,1314407,155939,endFetch()
1560,156439,821455,156037,endFetch()
1561,156537,908396,156134,endFetch()
1562,156589,1072482,156241,endFetch()
1563,156690,883957,156334,endFetch()
1564,156789,908396,156439,endFetch()
1565,156889,904904,156537,endFetch()
1566,156990,932834,156588,endFetch()
1567,157089,883957,156689,endFetch()
1568,157191,866501,156789,endFetch()
1569,157291,950290,156889,endFetch()
1570,157391,971237,156990,endFetch()
1571,157491,765360,157089,endFetch()
1572,157592,754887,157191,endFetch()
1573,157692,744413,157291,endFetch()
1574,157791,695536,157391,endFetch()
1575,157891,716484,157491,endFetch()
1576,157991,692045,157592,endFetch()
1577,158095,699271,157692,endFetch()
1578,158192,712992,157791,endFetch()
1579,158292,765360,157891,endFetch()
1580,158395,807255,157991,endFetch()
1581,158496,702519,158095,endFetch()
1582,158595,667607,158192,endFetch()
1583,158695,678080,158292,endFetch()
1584,158796,701337,158394,endFetch()
1585,158896,753705,158496,endFetch()
1586,158996,694355,158594,endFetch()
1587,159096,701337,158695,endFetch()
1588,159197,694355,158795,endFetch()
1589,159296,690864,158896,endFetch()
1590,159396,802582,158996,endFetch()
1591,159499,905258,159096,endFetch()
1592,159600,662934,159196,endFetch()
1593,159700,897847,159296,endFetch()
1594,159800,855902,159396,endFetch()
1595,159898,701337,159498,endFetch()
1596,159999,729267,159600,endFetch()
1597,160100,694355,159700,endFetch()
1598,160201,690864,159800,endFetch()
1599,160301,739741,159898,endFetch()
1600,160401,820038,159999,endFetch()
1601,160502,697846,160100,endFetch()
1602,160601,729267,160201,endFetch()
1603,160703,697846,160301,endFetch()
1604,160803,718793,160400,endFetch()
1605,160903,750214,160502,endFetch()
1606,161004,778144,160601,endFetch()
1607,161103,725776,160703,endFetch()
1608,161205,669511,160803,endFetch()
1609,161304,737431,160903,endFetch()
1610,161404,800272,161004,endFetch()
1611,161509,719975,161103,endFetch()
1612,161605,702519,161205,endFetch()
1613,161709,691831,161304,endFetch()
1614,161806,702519,161404,endFetch()
1615,161907,702519,161508,endFetch()
1616,162007,737431,161604,endFetch()
1617,162107,709501,161708,endFetch()
1618,162207,692045,161806,endFetch()
1619,162308,733940,161906,endFetch()
1620,162409,786308,162007,endFetch()
1621,162510,772343,162107,endFetch()
1622,162611,803712,162207,endFetch()
1623,162712,772291,162308,endFetch()
1624,162812,772291,162409,endFetch()
1625,162914,807203,162510,endFetch()
1626,163012,1027041,162611,endFetch()
1627,163113,709523,162712,endFetch()
1628,163213,838624,162812,endFetch()
1629,163315,702467,162913,endFetch()
1630,163413,817676,163011,endFetch()
1631,163515,719923,163113,endFetch()
1632,163616,712003,163212,endFetch()
1633,163715,687425,163315,endFetch()
1634,163815,631565,163413,endFetch()
1635,163917,649021,163515,endFetch()
1636,164018,631565,163615,endFetch()
1637,164116,687425,163714,endFetch()
1638,164217,624583,163815,endFetch()
1639,164318,771213,163917,endFetch()
1640,164418,732810,164018,endFetch()
1641,164522,620516,164116,endFetch()
1642,164618,662986,164217,endFetch()
1643,164721,683933,164318,endFetch()
1644,164819,628074,164418,endFetch()
1645,164921,595716,164521,endFetch()
1646,165022,662986,164618,endFetch()
1647,165121,570916,164720,endFetch()
1648,165222,588276,164819,endFetch()
1649,165326,656004,164921,endFetch()
1650,165423,711863,165021,endFetch()
1651,165523,593162,165121,endFetch()
1652,165624,656004,165222,endFetch()
1653,165724,680442,165324,endFetch()
1654,165829,605636,165423,endFetch()
1655,165927,590756,165523,endFetch()
1656,166026,689734,165623,endFetch()
1657,166128,611533,165724,endFetch()
1658,166228,906189,165828,endFetch()
1659,166336,616493,165927,endFetch()
1660,166430,738611,166026,endFetch()
1661,166531,616493,166128,endFetch()
1662,166631,668573,166228,endFetch()
1663,166730,703699,166336,endFetch()
1664,166830,749085,166429,endFetch()
1665,166931,752576,166531,endFetch()
1666,167033,742102,166631,endFetch()
1667,167131,707190,166729,endFetch()
1668,167232,742102,166830,endFetch()
1669,167332,742102,166931,endFetch()
1670,167435,726667,167032,endFetch()
1671,167534,635705,167131,endFetch()
1672,167633,616419,167232,endFetch()
1673,167735,569372,167332,endFetch()
1674,167834,770032,167435,endFetch()
1675,167935,783997,167533,endFetch()
1676,168037,633853,167633,endFetch()
1677,168138,618973,167735,endFetch()
1678,168237,738611,167834,endFetch()
1679,168337,647840,167935,endFetch()
1680,168438,648733,168037,endFetch()
1681,168540,594173,168137,endFetch()
1682,168641,665296,168237,endFetch()
1683,168743,679261,168337,endFetch()
1684,168844,729222,168438,endFetch()
1685,168942,703699,168540,endFetch()
1686,169043,651331,168641,endFetch()
1687,169146,638813,168743,endFetch()
1688,169247,638812,168844,endFetch()
1689,169356,721155,168942,endFetch()
1690,169444,1027456,169043,endFetch()
1691,169550,657111,169146,endFetch()
1692,169650,639751,169247,endFetch()
1693,169750,667031,169355,endFetch()
1694,169850,696791,169444,endFetch()
1695,169950,664551,169550,endFetch()
1696,170051,642231,169649,endFetch()
1697,170152,667607,169749,endFetch()
1698,170253,650874,169850,endFetch()
1699,170355,779325,169950,endFetch()
1700,170451,723466,170051,endFetch()
1701,170555,662071,170152,endFetch()
1702,170654,729799,170252,endFetch()
1703,170755,772704,170355,endFetch()
1704,170853,782816,170451,endFetch()
1705,170955,699027,170555,endFetch()
1706,171056,702519,170654,endFetch()
1707,171158,643773,170754,endFetch()
1708,171258,663613,170853,endFetch()
1709,171357,787488,170955,endFetch()
1710,171457,707190,171055,endFetch()
1711,171556,1269675,171158,endFetch()
1712,171657,1317081,171258,endFetch()
1713,171765,566893,171357,endFetch()
1714,171864,787613,171457,endFetch()
1715,171959,794470,171556,endFetch()
1716,172063,614013,171656,endFetch()
1717,172164,708253,171765,endFetch()
1718,172265,643773,171863,endFetch()
1719,172364,641293,171959,endFetch()
1720,172462,874768,172063,endFetch()
1721,172565,612471,172163,endFetch()
1722,172664,669511,172264,endFetch()
1723,172766,644711,172364,endFetch()
1724,172865,776151,172461,endFetch()
1725,172966,719111,172564,endFetch()
1726,173068,746390,172664,endFetch()
1727,173167,614951,172765,endFetch()
1728,173268,624871,172865,endFetch()
1729,173367,754887,172965,endFetch()
1730,173466,554353,173068,endFetch()
1731,173566,801025,173167,endFetch()
1732,173674,537863,173268,endFetch()
1733,173779,637063,173366,endFetch()
1734,173870,599862,173466,endFetch()
1735,173970,460983,173565,endFetch()
1736,174072,465943,173674,endFetch()
1737,174169,629956,173779,endFetch()
1738,174269,938980,173870,endFetch()
1739,174369,957942,173970,endFetch()
1740,174469,1193824,174072,endFetch()
1741,174570,853554,174169,endFetch()
1742,174678,1307653,174269,endFetch()
1743,174778,1373093,174369,endFetch()
1744,174873,1346846,174468,endFetch()
1745,174977,1176212,174570,endFetch()
1746,175075,1313019,174678,endFetch()
1747,175182,1178693,174777,endFetch()
1748,175274,2046369,174873,endFetch()
1749,175374,426894,174977,endFetch()
1750,175479,311668,175075,endFetch()
1751,175580,343908,175182,endFetch()
1752,175683,472868,175273,endFetch()
1753,175778,554967,175374,endFetch()
1754,175878,509581,175478,endFetch()
1755,175978,1091561,175580,endFetch()
1756,176079,1084121,175683,endFetch()
